92 76
-0.645823 -4.26598 0
-0.645823 -4.25498 0
-0.645823 -4.24398 0
-0.645823 -4.23298 0
-0.645823 -4.22198 0
-0.645823 -4.21098 0
-0.645823 -4.19998 0
-0.645823 -4.18898 0
-0.645823 -4.17798 0
-0.645823 -4.16698 0
-0.645823 -4.15598 0
-0.645823 -4.14498 0
-0.645823 -4.13398 0
-0.645823 -4.12298 0
-0.645823 -4.11198 0
-0.645823 -4.10098 0
-0.645823 -4.08998 0
-0.645823 -4.07898 0
-0.645823 -4.06798 0
-0.645823 -4.05698 0
-0.645823 -4.04598 0
-0.645823 -4.03498 0
-0.645823 -4.02398 0
-0.645823 -4.01298 1
-0.645823 -4.00198 1
-0.645823 -3.99098 1
-0.645823 -3.97998 1
-0.645823 -3.96898 1
-0.645823 -3.95798 1
-0.645823 -3.94698 1
-0.645823 -3.93598 1
-0.645823 -3.92498 0
-0.645823 -3.91398 0
-0.645823 -3.90298 0
-0.645823 -3.89198 0
-0.645823 -3.88098 0
-0.645823 -3.86998 0
-0.645823 -3.85898 0
-0.645823 -3.84798 0
-0.645823 -3.83698 0
-0.645823 -3.82598 0
-0.645823 -3.81498 0
-0.645823 -3.80398 0
-0.645823 -3.79298 0
-0.645823 -3.78198 0
-0.645823 -3.77098 0
-0.645823 -3.75998 0
-0.645823 -3.74898 0
-0.645823 -3.73798 0
-0.645823 -3.72698 0
-0.645823 -3.71598 0
-0.645823 -3.70498 0
-0.645823 -3.69398 0
-0.645823 -3.68298 0
-0.645823 -3.67198 0
-0.645823 -3.66098 0
-0.645823 -3.64998 0
-0.645823 -3.63898 0
-0.645823 -3.62798 0
-0.645823 -3.61698 0
-0.645823 -3.60598 0
-0.645823 -3.59498 0
-0.645823 -3.58398 0
-0.645823 -3.57298 0
-0.645823 -3.56198 0
-0.645823 -3.55098 0
-0.645823 -3.53998 0
-0.645823 -3.52898 0
-0.645823 -3.51798 0
-0.645823 -3.50698 0
-0.645823 -3.49598 0
-0.645823 -3.48498 0
-0.645823 -3.47398 0
-0.645823 -3.46298 0
-0.645823 -3.45198 0
-0.645823 -3.44098 0
-0.634823 -4.26598 0
-0.634823 -4.25498 0
-0.634823 -4.24398 0
-0.634823 -4.23298 0
-0.634823 -4.22198 0
-0.634823 -4.21098 0
-0.634823 -4.19998 0
-0.634823 -4.18898 0
-0.634823 -4.17798 0
-0.634823 -4.16698 0
-0.634823 -4.15598 0
-0.634823 -4.14498 0
-0.634823 -4.13398 0
-0.634823 -4.12298 0
-0.634823 -4.11198 0
-0.634823 -4.10098 0
-0.634823 -4.08998 0
-0.634823 -4.07898 0
-0.634823 -4.06798 0
-0.634823 -4.05698 0
-0.634823 -4.04598 0
-0.634823 -4.03498 0
-0.634823 -4.02398 0
-0.634823 -4.01298 1
-0.634823 -4.00198 1
-0.634823 -3.99098 0
-0.634823 -3.97998 1
-0.634823 -3.96898 0
-0.634823 -3.95798 1
-0.634823 -3.94698 0
-0.634823 -3.93598 1
-0.634823 -3.92498 0
-0.634823 -3.91398 0
-0.634823 -3.90298 0
-0.634823 -3.89198 0
-0.634823 -3.88098 0
-0.634823 -3.86998 0
-0.634823 -3.85898 0
-0.634823 -3.84798 0
-0.634823 -3.83698 0
-0.634823 -3.82598 0
-0.634823 -3.81498 0
-0.634823 -3.80398 0
-0.634823 -3.79298 0
-0.634823 -3.78198 0
-0.634823 -3.77098 0
-0.634823 -3.75998 0
-0.634823 -3.74898 0
-0.634823 -3.73798 0
-0.634823 -3.72698 0
-0.634823 -3.71598 0
-0.634823 -3.70498 0
-0.634823 -3.69398 0
-0.634823 -3.68298 0
-0.634823 -3.67198 0
-0.634823 -3.66098 0
-0.634823 -3.64998 0
-0.634823 -3.63898 0
-0.634823 -3.62798 0
-0.634823 -3.61698 0
-0.634823 -3.60598 0
-0.634823 -3.59498 0
-0.634823 -3.58398 0
-0.634823 -3.57298 0
-0.634823 -3.56198 0
-0.634823 -3.55098 0
-0.634823 -3.53998 0
-0.634823 -3.52898 0
-0.634823 -3.51798 0
-0.634823 -3.50698 0
-0.634823 -3.49598 0
-0.634823 -3.48498 0
-0.634823 -3.47398 0
-0.634823 -3.46298 0
-0.634823 -3.45198 0
-0.634823 -3.44098 0
-0.623823 -4.26598 0
-0.623823 -4.25498 0
-0.623823 -4.24398 0
-0.623823 -4.23298 0
-0.623823 -4.22198 0
-0.623823 -4.21098 0
-0.623823 -4.19998 0
-0.623823 -4.18898 0
-0.623823 -4.17798 0
-0.623823 -4.16698 0
-0.623823 -4.15598 0
-0.623823 -4.14498 0
-0.623823 -4.13398 0
-0.623823 -4.12298 0
-0.623823 -4.11198 0
-0.623823 -4.10098 0
-0.623823 -4.08998 0
-0.623823 -4.07898 0
-0.623823 -4.06798 0
-0.623823 -4.05698 0
-0.623823 -4.04598 0
-0.623823 -4.03498 0
-0.623823 -4.02398 0
-0.623823 -4.01298 0
-0.623823 -4.00198 0
-0.623823 -3.99098 1
-0.623823 -3.97998 1
-0.623823 -3.96898 1
-0.623823 -3.95798 1
-0.623823 -3.94698 1
-0.623823 -3.93598 0
-0.623823 -3.92498 0
-0.623823 -3.91398 0
-0.623823 -3.90298 0
-0.623823 -3.89198 0
-0.623823 -3.88098 0
-0.623823 -3.86998 0
-0.623823 -3.85898 0
-0.623823 -3.84798 0
-0.623823 -3.83698 0
-0.623823 -3.82598 0
-0.623823 -3.81498 0
-0.623823 -3.80398 0
-0.623823 -3.79298 0
-0.623823 -3.78198 0
-0.623823 -3.77098 0
-0.623823 -3.75998 0
-0.623823 -3.74898 0
-0.623823 -3.73798 0
-0.623823 -3.72698 0
-0.623823 -3.71598 0
-0.623823 -3.70498 0
-0.623823 -3.69398 0
-0.623823 -3.68298 0
-0.623823 -3.67198 0
-0.623823 -3.66098 0
-0.623823 -3.64998 0
-0.623823 -3.63898 0
-0.623823 -3.62798 0
-0.623823 -3.61698 0
-0.623823 -3.60598 0
-0.623823 -3.59498 0
-0.623823 -3.58398 0
-0.623823 -3.57298 0
-0.623823 -3.56198 0
-0.623823 -3.55098 0
-0.623823 -3.53998 0
-0.623823 -3.52898 0
-0.623823 -3.51798 0
-0.623823 -3.50698 0
-0.623823 -3.49598 0
-0.623823 -3.48498 0
-0.623823 -3.47398 0
-0.623823 -3.46298 0
-0.623823 -3.45198 0
-0.623823 -3.44098 0
-0.612823 -4.26598 0
-0.612823 -4.25498 0
-0.612823 -4.24398 0
-0.612823 -4.23298 0
-0.612823 -4.22198 0
-0.612823 -4.21098 0
-0.612823 -4.19998 0
-0.612823 -4.18898 0
-0.612823 -4.17798 0
-0.612823 -4.16698 0
-0.612823 -4.15598 0
-0.612823 -4.14498 0
-0.612823 -4.13398 0
-0.612823 -4.12298 0
-0.612823 -4.11198 0
-0.612823 -4.10098 0
-0.612823 -4.08998 0
-0.612823 -4.07898 0
-0.612823 -4.06798 0
-0.612823 -4.05698 0
-0.612823 -4.04598 0
-0.612823 -4.03498 0
-0.612823 -4.02398 0
-0.612823 -4.01298 0
-0.612823 -4.00198 0
-0.612823 -3.99098 1
-0.612823 -3.97998 1
-0.612823 -3.96898 0
-0.612823 -3.95798 1
-0.612823 -3.94698 1
-0.612823 -3.93598 0
-0.612823 -3.92498 0
-0.612823 -3.91398 0
-0.612823 -3.90298 0
-0.612823 -3.89198 0
-0.612823 -3.88098 0
-0.612823 -3.86998 0
-0.612823 -3.85898 0
-0.612823 -3.84798 0
-0.612823 -3.83698 0
-0.612823 -3.82598 0
-0.612823 -3.81498 0
-0.612823 -3.80398 0
-0.612823 -3.79298 0
-0.612823 -3.78198 0
-0.612823 -3.77098 0
-0.612823 -3.75998 0
-0.612823 -3.74898 0
-0.612823 -3.73798 0
-0.612823 -3.72698 0
-0.612823 -3.71598 0
-0.612823 -3.70498 0
-0.612823 -3.69398 0
-0.612823 -3.68298 0
-0.612823 -3.67198 0
-0.612823 -3.66098 0
-0.612823 -3.64998 0
-0.612823 -3.63898 0
-0.612823 -3.62798 0
-0.612823 -3.61698 0
-0.612823 -3.60598 0
-0.612823 -3.59498 0
-0.612823 -3.58398 0
-0.612823 -3.57298 0
-0.612823 -3.56198 0
-0.612823 -3.55098 0
-0.612823 -3.53998 0
-0.612823 -3.52898 0
-0.612823 -3.51798 0
-0.612823 -3.50698 0
-0.612823 -3.49598 0
-0.612823 -3.48498 0
-0.612823 -3.47398 0
-0.612823 -3.46298 0
-0.612823 -3.45198 0
-0.612823 -3.44098 0
-0.601823 -4.26598 0
-0.601823 -4.25498 0
-0.601823 -4.24398 0
-0.601823 -4.23298 0
-0.601823 -4.22198 0
-0.601823 -4.21098 0
-0.601823 -4.19998 0
-0.601823 -4.18898 0
-0.601823 -4.17798 0
-0.601823 -4.16698 0
-0.601823 -4.15598 0
-0.601823 -4.14498 0
-0.601823 -4.13398 0
-0.601823 -4.12298 0
-0.601823 -4.11198 0
-0.601823 -4.10098 0
-0.601823 -4.08998 0
-0.601823 -4.07898 0
-0.601823 -4.06798 0
-0.601823 -4.05698 0
-0.601823 -4.04598 0
-0.601823 -4.03498 0
-0.601823 -4.02398 0
-0.601823 -4.01298 0
-0.601823 -4.00198 0
-0.601823 -3.99098 1
-0.601823 -3.97998 1
-0.601823 -3.96898 0
-0.601823 -3.95798 1
-0.601823 -3.94698 0
-0.601823 -3.93598 1
-0.601823 -3.92498 0
-0.601823 -3.91398 0
-0.601823 -3.90298 0
-0.601823 -3.89198 0
-0.601823 -3.88098 0
-0.601823 -3.86998 0
-0.601823 -3.85898 0
-0.601823 -3.84798 0
-0.601823 -3.83698 0
-0.601823 -3.82598 0
-0.601823 -3.81498 0
-0.601823 -3.80398 0
-0.601823 -3.79298 0
-0.601823 -3.78198 0
-0.601823 -3.77098 0
-0.601823 -3.75998 0
-0.601823 -3.74898 0
-0.601823 -3.73798 0
-0.601823 -3.72698 0
-0.601823 -3.71598 0
-0.601823 -3.70498 0
-0.601823 -3.69398 0
-0.601823 -3.68298 0
-0.601823 -3.67198 0
-0.601823 -3.66098 0
-0.601823 -3.64998 0
-0.601823 -3.63898 0
-0.601823 -3.62798 0
-0.601823 -3.61698 0
-0.601823 -3.60598 0
-0.601823 -3.59498 0
-0.601823 -3.58398 0
-0.601823 -3.57298 0
-0.601823 -3.56198 0
-0.601823 -3.55098 0
-0.601823 -3.53998 0
-0.601823 -3.52898 0
-0.601823 -3.51798 0
-0.601823 -3.50698 0
-0.601823 -3.49598 0
-0.601823 -3.48498 0
-0.601823 -3.47398 0
-0.601823 -3.46298 0
-0.601823 -3.45198 0
-0.601823 -3.44098 0
-0.590823 -4.26598 0
-0.590823 -4.25498 0
-0.590823 -4.24398 0
-0.590823 -4.23298 0
-0.590823 -4.22198 0
-0.590823 -4.21098 0
-0.590823 -4.19998 0
-0.590823 -4.18898 0
-0.590823 -4.17798 0
-0.590823 -4.16698 0
-0.590823 -4.15598 0
-0.590823 -4.14498 0
-0.590823 -4.13398 0
-0.590823 -4.12298 0
-0.590823 -4.11198 0
-0.590823 -4.10098 0
-0.590823 -4.08998 0
-0.590823 -4.07898 0
-0.590823 -4.06798 0
-0.590823 -4.05698 0
-0.590823 -4.04598 0
-0.590823 -4.03498 0
-0.590823 -4.02398 0
-0.590823 -4.01298 0
-0.590823 -4.00198 0
-0.590823 -3.99098 1
-0.590823 -3.97998 0
-0.590823 -3.96898 0
-0.590823 -3.95798 1
-0.590823 -3.94698 1
-0.590823 -3.93598 0
-0.590823 -3.92498 0
-0.590823 -3.91398 0
-0.590823 -3.90298 0
-0.590823 -3.89198 0
-0.590823 -3.88098 0
-0.590823 -3.86998 0
-0.590823 -3.85898 0
-0.590823 -3.84798 0
-0.590823 -3.83698 0
-0.590823 -3.82598 0
-0.590823 -3.81498 0
-0.590823 -3.80398 0
-0.590823 -3.79298 0
-0.590823 -3.78198 0
-0.590823 -3.77098 0
-0.590823 -3.75998 0
-0.590823 -3.74898 0
-0.590823 -3.73798 0
-0.590823 -3.72698 0
-0.590823 -3.71598 0
-0.590823 -3.70498 0
-0.590823 -3.69398 0
-0.590823 -3.68298 0
-0.590823 -3.67198 0
-0.590823 -3.66098 0
-0.590823 -3.64998 0
-0.590823 -3.63898 0
-0.590823 -3.62798 0
-0.590823 -3.61698 0
-0.590823 -3.60598 0
-0.590823 -3.59498 0
-0.590823 -3.58398 0
-0.590823 -3.57298 0
-0.590823 -3.56198 0
-0.590823 -3.55098 0
-0.590823 -3.53998 0
-0.590823 -3.52898 0
-0.590823 -3.51798 0
-0.590823 -3.50698 0
-0.590823 -3.49598 0
-0.590823 -3.48498 0
-0.590823 -3.47398 0
-0.590823 -3.46298 0
-0.590823 -3.45198 0
-0.590823 -3.44098 0
-0.579823 -4.26598 0
-0.579823 -4.25498 0
-0.579823 -4.24398 0
-0.579823 -4.23298 0
-0.579823 -4.22198 0
-0.579823 -4.21098 0
-0.579823 -4.19998 0
-0.579823 -4.18898 0
-0.579823 -4.17798 0
-0.579823 -4.16698 0
-0.579823 -4.15598 0
-0.579823 -4.14498 0
-0.579823 -4.13398 0
-0.579823 -4.12298 0
-0.579823 -4.11198 0
-0.579823 -4.10098 0
-0.579823 -4.08998 0
-0.579823 -4.07898 0
-0.579823 -4.06798 0
-0.579823 -4.05698 0
-0.579823 -4.04598 0
-0.579823 -4.03498 0
-0.579823 -4.02398 0
-0.579823 -4.01298 0
-0.579823 -4.00198 1
-0.579823 -3.99098 0
-0.579823 -3.97998 1
-0.579823 -3.96898 0
-0.579823 -3.95798 1
-0.579823 -3.94698 1
-0.579823 -3.93598 1
-0.579823 -3.92498 0
-0.579823 -3.91398 0
-0.579823 -3.90298 0
-0.579823 -3.89198 0
-0.579823 -3.88098 0
-0.579823 -3.86998 0
-0.579823 -3.85898 0
-0.579823 -3.84798 0
-0.579823 -3.83698 0
-0.579823 -3.82598 0
-0.579823 -3.81498 0
-0.579823 -3.80398 0
-0.579823 -3.79298 0
-0.579823 -3.78198 0
-0.579823 -3.77098 0
-0.579823 -3.75998 0
-0.579823 -3.74898 0
-0.579823 -3.73798 0
-0.579823 -3.72698 0
-0.579823 -3.71598 0
-0.579823 -3.70498 0
-0.579823 -3.69398 0
-0.579823 -3.68298 0
-0.579823 -3.67198 0
-0.579823 -3.66098 0
-0.579823 -3.64998 0
-0.579823 -3.63898 0
-0.579823 -3.62798 0
-0.579823 -3.61698 0
-0.579823 -3.60598 0
-0.579823 -3.59498 0
-0.579823 -3.58398 0
-0.579823 -3.57298 0
-0.579823 -3.56198 0
-0.579823 -3.55098 0
-0.579823 -3.53998 0
-0.579823 -3.52898 0
-0.579823 -3.51798 0
-0.579823 -3.50698 0
-0.579823 -3.49598 0
-0.579823 -3.48498 0
-0.579823 -3.47398 0
-0.579823 -3.46298 0
-0.579823 -3.45198 0
-0.579823 -3.44098 0
-0.568823 -4.26598 0
-0.568823 -4.25498 0
-0.568823 -4.24398 0
-0.568823 -4.23298 0
-0.568823 -4.22198 0
-0.568823 -4.21098 0
-0.568823 -4.19998 0
-0.568823 -4.18898 0
-0.568823 -4.17798 0
-0.568823 -4.16698 0
-0.568823 -4.15598 0
-0.568823 -4.14498 0
-0.568823 -4.13398 0
-0.568823 -4.12298 0
-0.568823 -4.11198 0
-0.568823 -4.10098 0
-0.568823 -4.08998 0
-0.568823 -4.07898 0
-0.568823 -4.06798 0
-0.568823 -4.05698 0
-0.568823 -4.04598 0
-0.568823 -4.03498 0
-0.568823 -4.02398 0
-0.568823 -4.01298 0
-0.568823 -4.00198 0
-0.568823 -3.99098 0
-0.568823 -3.97998 0
-0.568823 -3.96898 0
-0.568823 -3.95798 0
-0.568823 -3.94698 0
-0.568823 -3.93598 0
-0.568823 -3.92498 0
-0.568823 -3.91398 0
-0.568823 -3.90298 0
-0.568823 -3.89198 0
-0.568823 -3.88098 0
-0.568823 -3.86998 0
-0.568823 -3.85898 0
-0.568823 -3.84798 0
-0.568823 -3.83698 0
-0.568823 -3.82598 0
-0.568823 -3.81498 0
-0.568823 -3.80398 0
-0.568823 -3.79298 0
-0.568823 -3.78198 0
-0.568823 -3.77098 0
-0.568823 -3.75998 0
-0.568823 -3.74898 0
-0.568823 -3.73798 0
-0.568823 -3.72698 0
-0.568823 -3.71598 0
-0.568823 -3.70498 0
-0.568823 -3.69398 0
-0.568823 -3.68298 0
-0.568823 -3.67198 0
-0.568823 -3.66098 0
-0.568823 -3.64998 0
-0.568823 -3.63898 0
-0.568823 -3.62798 0
-0.568823 -3.61698 0
-0.568823 -3.60598 0
-0.568823 -3.59498 0
-0.568823 -3.58398 0
-0.568823 -3.57298 0
-0.568823 -3.56198 0
-0.568823 -3.55098 0
-0.568823 -3.53998 0
-0.568823 -3.52898 0
-0.568823 -3.51798 0
-0.568823 -3.50698 0
-0.568823 -3.49598 0
-0.568823 -3.48498 0
-0.568823 -3.47398 0
-0.568823 -3.46298 0
-0.568823 -3.45198 0
-0.568823 -3.44098 0
-0.557823 -4.26598 0
-0.557823 -4.25498 0
-0.557823 -4.24398 0
-0.557823 -4.23298 0
-0.557823 -4.22198 0
-0.557823 -4.21098 0
-0.557823 -4.19998 0
-0.557823 -4.18898 0
-0.557823 -4.17798 0
-0.557823 -4.16698 0
-0.557823 -4.15598 0
-0.557823 -4.14498 0
-0.557823 -4.13398 0
-0.557823 -4.12298 0
-0.557823 -4.11198 0
-0.557823 -4.10098 0
-0.557823 -4.08998 0
-0.557823 -4.07898 0
-0.557823 -4.06798 0
-0.557823 -4.05698 0
-0.557823 -4.04598 0
-0.557823 -4.03498 0
-0.557823 -4.02398 0
-0.557823 -4.01298 0
-0.557823 -4.00198 0
-0.557823 -3.99098 0
-0.557823 -3.97998 0
-0.557823 -3.96898 0
-0.557823 -3.95798 0
-0.557823 -3.94698 0
-0.557823 -3.93598 0
-0.557823 -3.92498 0
-0.557823 -3.91398 0
-0.557823 -3.90298 0
-0.557823 -3.89198 0
-0.557823 -3.88098 0
-0.557823 -3.86998 0
-0.557823 -3.85898 0
-0.557823 -3.84798 0
-0.557823 -3.83698 0
-0.557823 -3.82598 0
-0.557823 -3.81498 0
-0.557823 -3.80398 0
